Timestamp,Tipo,Título,Autores,Fecha,¿Quién introduce la información?,Venue,Publisher,"Otros metadatos editoriales (e.j, volumen, páginas, etc.) ",Resumen (100-250 palabras),URL,Datos adicionales de interés,"Confirmo que la información aportada es correcta y lo más completa posible, y que estoy facultado para proveerla."
11/1/2022 11:39:58,Presentación en congreso (sin artículo),IMOPACTO DE LA PANDEMIA EN LOS PLANES DE ESTUDIO DE MATEMATICA Y CIENCIA DE LA COMPUTACION,"Rita Roldán
Carmen Fernández",10/26/2022,Uno de los autores,Taller institucional: Impacto de la plandemia en los planes de estudio de la Universidad de La Habana,,,Análisis del impacto en los planes de estudio de Matemática y Ciencia de la Computación como efecto de los ajustes provocados por la COVID-19,,,Si
11/2/2022 9:01:01,Artículo publicado en journal,Wave blocking in a bistable system by local introduction of a population: application to sterile insect techniques on mosquito populations,"Jorge Estrada Hernández
Luis Almeida
Nicolas Vauchelet",8/1/2022,Uno de los autores,Mathematical Modelling of Natural Phenomena ,,Volumen 17,,https://doi.org/10.1051/mmnp/2022026,,Si
11/3/2022 8:44:56,Presentación en congreso (sin artículo),The sterile insect technique used as a barrier control against reinfestation,"Jorge Estrada Hernández
Luis Almeida
Nicolas Vauchelet ",6/24/2021,Uno de los autores,10ma Bienal Francesa de Matemáticas Aplicadas e Industriales,,,,https://smai2021.math.univ-toulouse.fr/accueil/,,Si
11/3/2022 8:50:30,Capítulo de libro,The sterile insect technique used as a barrier control against reinfestation ,"Jorge Estrada Hernández
Luis Almeida
Nicolas Vauchelet ",3/21/2022,Uno de los autores,Optimization and Control for Partial Differential Equations,De Gruyter,"Volumen 29, capítulo 5","The sterile insect technique consists in massive release of sterilized males in the aim to reduce the size of mosquitoes population or even eradicate it. In this work, we investigate the feasibility of using the sterile insect technique as a barrier against reinvasion. More precisely, we provide some numerical simulations and mathematical results showing that performing the sterile insect technique on a band large enough may stop reinvasion.",https://doi.org/10.1515/9783110695984,,Si
11/3/2022 15:14:40,Artículo publicado en journal,Reconocimiento de patrones de aprendizaje para elevar la calidad educativa en la Educación Superior medido en una escala neutrosófica indeterminada de likert. ,Ricardo Sánchez Casanova,3/22/0022,Uno de los autores,"Investigación Operacional. V:43, No: 4 ISSN 0257-4306",,,,,,Si
11/3/2022 23:19:52,Artículo publicado en journal,Detection of DIAG and LINE Patterns in PassPoints Graphical Passwords Based on the Maximum Angles of Their Delaunay Triangles,"Lisset Suárez Plasencia
Joaquín Alberto Herrera Macías
Carlos Miguel Legón Pérez
Guillermo Sosa Gómez
Omar Rojas",3/3/2022,Uno de los autores,Sensors,,"Volumen 22, Número 5, ","An alternative authentication method to traditional alphanumeric passwords is graphical password authentication, also known as graphical authentication, for which one of the most valuable cued-recall techniques is PassPoints. This technique stands out for its security and usability. However, it can be violated if the user follows a predefined pattern when selecting the five points in an image as their passwords, such as the DIAG and LINE patterns. Dictionary attacks can be built using these two patterns to compromise graphical passwords. So far, no reports have been found in the state of the art about any test capable of detecting graphical passwords with DIAG or LINE patterns in PassPoints. Studies carried out in other scenarios have shown the effectiveness of the characteristics of Delaunay triangulations in extracting information about the dependence between the points. In this work, graphical passwords formed by five randomly selected points on an image are compared with passwords whose points contain patterns of the DIAG or LINE type. The comparison is based on building for each password its Delaunay triangulation and calculating the mean value of the maximum angles of the triangles obtained; such a mean value is denoted by amadt. It is experimentally shown that in passwords containing DIAG and LINE patterns, the value of amadt is higher than the one obtained in passwords formed by random dots. From this result, it is proposed to use this amadt value as a statistic to build a test of means. This result constitutes the work’s main contribution: The proposal of a spatial randomness test to detect weak graphic passwords that contain DIAG and LINE type patterns. The importance and novelty of this result become evident when two aspects are taken into account: First, these weak passwords can be exploited by attackers to improve the effectiveness of their attacks; second, there are no prior criteria to detect this type of weak password. The practical application of said test contributes to increasing PassPoints security without substantially affecting its efficiency",https://doi.org/10.3390/s22051987,,Si
11/3/2022 23:41:16,Artículo publicado en journal,Weak PassPoint Passwords Detected by the Perimeter of Delaunay Triangles ,"Lisset Suárez Plasencia
Carlos Miguel Legón Pérez
Joaquín Alberto Herrera Macías
Raisa Socorro Llanes
Omar Rojas
Guillermo Sosa Gómez ",9/21/2022,Uno de los autores,Security and Communication Networks,Hindawi ,"Volumen 2022, págs.1-14","PassPoint is a graphical authentication technique that is based on the selection of five points in an image. A detected vulnerability lies in the possible existence of a pattern in the points that make up the password. The objective of this work is to detect nonrandom graphical passwords in the PassPoint scenario. A spatial randomness test based on the average of Delaunay triangles’ perimeter is proposed, given the ineffectiveness of the classic tests in this scenario, which only consists of five points. A state-of-the-art of various applications of Voronoi polygons and Delaunay triangulations are presented to detect clustered and regular patterns. The distributions of the averages of the triangles’ perimeters in the PassPoint scenario for various sizes of images are disclosed, which were unknown. The test’s decision criterion was constructed from one of the best distributions to which the data were adjusted. Type I and type II errors were estimated, and it was concluded that the proposed test could detect clustered and regular graphical passwords in PassPoint, therefore being more effective in detecting clustering than regularity.",https://doi.org/10.1155/2022/3624587,,Si
11/4/2022 10:21:45,Libro,Estadística descriptiva en investigaciones sociales,"Frank Michel Enrique Hevia
Marlys Peña Alvarez",4/6/2022,Uno de los autores,Estadística descriptiva en investigaciones sociales,Editorial Académica Española,124 p. ISBN: 978-3-639-60562-4,,,,Si
11/4/2022 10:32:41,Presentación en congreso (sin artículo),La ciencia y la tecnología como procesos sociales en la educación de Análisis de datos,"Frank Michel Enrique Hevia
Niurka González Torres",3/16/2022,Uno de los autores,XII Encuentro científico de la cátedra Dulce María Escalona,Educación Cubana,ISBN: 978-959-7264-11-8,,,,Si
11/4/2022 20:51:20,Artículo publicado en journal,La enseñanza aprendizaje con recursos tecnológicos en tiempos de covid-19,"Miraida Ferras Ferras
Ismael Tamayo Rodríguez",10/21/2022,Uno de los autores,Revista Espíritu Emprendedor TES,,"Volumen 6, No. 4, octubre a diciembre, ISSN 2602-8093","El uso de las tecnologías de la información y las comunicaciones (TIC) en el proceso de enseñanza aprendizaje implicó cambios en la forma de enseñar y aprender, máxime en la etapa de aislamiento por la pandemia de la Covid-19. El artículo tuvo como objetivo analizar el empleo de recursos tecnológicos, con énfasis en los dispositivos móviles, en la enseñanza aprendizaje del cálculo diferencial e integral en la etapa de aislamiento por la pandemia. Mediante el método teórico de análisis-síntesis de diversos documentos relacionados con el empleo de las TIC, artículos científicos y tesis de doctorado, se fundamentó la propuesta. Se utilizó un enfoque cuantitativo, descriptivo transversal por medio de un cuestionario, algunas respuestas basadas en escala de Likert, otras abiertas para evaluar el aprendizaje con una muestra, no probabilística, de 79 estudiantes de la carrera de Licenciatura en Ciencias Farmacéuticas de la Universidad de la Habana, Cuba, que permitió describir, explicar e interpretar el estudio. La información obtenida evidencia que, con el empleo de recursos tecnológicos, con énfasis en los dispositivos móviles, se logró motivar a los estudiantes, gestionar su autoaprendizaje y favorecer el aprendizaje del contenido de cálculo diferencial e integral como parte de la asignatura Matemática II. La creación y puesta en funcionamiento del Entorno Virtual de Enseñanza Aprendizaje (EVEA), la utilización de las redes sociales para la virtualización de la enseñanza y la cooperación de todos los agentes educativos hicieron posible la continuidad del proceso de enseñanza aprendizaje en condiciones de aislamiento.",https://doi.org/10.33970/eetes.v6.n4.2022.323,,Si
11/4/2022 21:31:39,Artículo publicado en proceeding de congreso,EL USO DE LAS TIC EN LAS CLASES DE MATEMÁTICA PARA LA LICENCIATURA EN FARMACIA,"Miraida Ferras Ferras
Ismael Tamayo Rodríguez
marleny Soler Martínez",3/16/2022,Uno de los autores,XIII Encuentro Taller científico metodológico de la Cátedra “Dulce María Escalona” ,,,"El trabajo aborda el uso de las Tecnologías de la Información y las Comunicaciones, con énfasis en dispositivos móviles, en el proceso de enseñanza aprendizaje de la Matemática, lo que implica cambios en la forma de enseñar y aprender. Esta experiencia tiene el objetivo de mostrar cómo el empleo de recursos tecnológicos en la enseñanza del cálculo diferencial e integral favorece el aprendizaje de estos contenidos en los estudiantes de primer año de la Licenciatura en Ciencias Farmacéuticas de la Universidad de La Habana. Mediante el método teórico de análisis síntesis de diversos documentos relacionados con el uso de las tecnologías en la enseñanza aprendizaje de la Matemática, artículos científicos y tesis de doctorado, se fundamenta la propuesta. Luego, desde la generalización de experiencias y sobre la base de integración de conocimientos, se implementa en la práctica educativa una propuesta de empleo de recursos tecnológicos, en particular los dispositivos móviles, cuyo procesamiento estadístico se realiza utilizando el paquete Microsoft Excel. La información obtenida evidencia que el empleo de recursos tecnológicos en las clases de Matemática favorece el aprendizaje de dicho contenido.",,,Si
11/5/2022 11:43:12,Libro,Habilitando la Transformación Digital,"Alina Ruiz Jhons (Editor)
Tatiana Delgado Fernández (Editor)
Ailyn Febles Estrada (Editor)
Suilan Estévez Velarde (Editor)",12/1/2022,Uno de los autores,Habilitando la Transformación Digital,Editorial UH,"pp 256 (Tomo I), 324 (Tomo II), 1era Edición",,,Parte de la Colección Cibersociedad.,Si
